Sentiment,News
neutral,providing managed service nokia take responsibility building operating transferring well optimising indosat 3g network
neutral,today business preempt consumer want said mohammed zainalabedin general manager zain bahrain
neutral,insurance policy simple
neutral,member oneworld alliance includes american airline british airway
neutral,expected completed end 2007
neutral,provide heating form hot water sawmill need
neutral,168 asset management expert manage asset worth eur 35 billion
neutral,jon risfelt 49 year old hold master science chemical engineering swedish royal institute technology
neutral,juha haapakoski continue editorinchief budget responsibility also new publisher
neutral,jun 25 2008 boy genius report delivered newstex nokia nyse nok n78 huh
neutral,last july group said intended relocate warehouse office space loudeac saint marcel morvillars east france already operates hook manufacturing distribution unit
neutral,lkab headquartered lulea sweden hightech mining company producing upgraded iron ore product steel industry
neutral,look vintage fabric cushion cover 70 coffee pot ceramic serving dish cocktail glass stainless steel party dish
neutral,name applicant jot automation oyname inventor mammila tuomo piirainen mika kellokoski mikaapplication 2424kolnp2008 adate filing application 16062008publication date 3001200
neutral,national sponsor big read include national endowment art cooperation institute museum library service art midwest
neutral,neste oil corporation refining operation asset summary report summary neste oil corporation refining operation asset summary report essential source company data information
neutral,share 14747084 held company number outstanding share voting right attached share amount thus 161256847
neutral,oka specialises new construction renovation work residential nonresidential building well premise industrial logistical use
neutral,okmetic board director also decided new share ownership program directed company top management
neutral,panostaja headquartered tampere finland investment company focusing small mediumsized finnish company operating traditional industry
neutral,pertti ervi independent company major shareholder
neutral,please inform ir johanna koskinen participation later 20 april 10 telephone conference financial analyst investor conducted english begin 300 pm finnish time eet
neutral,previously plant expected completed end 2008
neutral,prothious engineering wwwprothiouscom employ 1000 large portfolio project annual detailing capacity 100000 tonne
neutral,rapala aim move distribution unit ragot loudeac bretagne distribution unit waterqueen fishing line supplier tortue saint marcel central france morvillars
neutral,rapala tournament fishing major title already holiday bargainpriced game rapala aim smaller audience
neutral,rfid radio frequency identification method socalled intelligent transport whereby information read saved remotely
neutral,sanoma also executive committee accordance company article association prepares proposal matter decided noted board director
neutral,sarantel based wellingborough uk design highperformance antenna portable wireless device
neutral,share acquired accordance section 5 rule nasdaq omx helsinki rule applicable acquisition share
neutral,succeed krister kylas decided leave teliasonera
neutral,shuweihat 2 got way july 2008 project awarded desalination power contractor
neutral,simmons elected dcuc chairman portsmouth nhgordon simmons ceo service credit union elected chairman defense credit union council 20072008 term
neutral,stock exchange release 1032011 1200 sanoma published annual report financial statement 2010 first corporate responsibility report
neutral,stockholmbased nordea bank sto nda said yesterday hired casper von koskull lead corporate merchant banking capital market unit effective 1 september
neutral,swedish finnish danish listed company organized three market cap segment nordic large cap mid cap small cap
neutral,symphony service provides development service aldata gold
neutral,tekla provides 3d software building infrastructure engineering focus building information modelling steel concrete structure design construction
neutral,teleste hybrid tv solution includes component whole process delivering video service consumer content acquisition service creation delivery range access solution including hfc hybrid fibrecoaxial xdsl etth ftth
neutral,agreement valid four year
neutral,broker started upmkymmene stora enso sappi equalweight recommendation holmen norske skog underweight rating
neutral,business sale euro 35 million 44million responsible sale marketing lanxess paper chemical business kemira bought euro 88 million early year cw jan 11 p 22
neutral,business section also includes ahlstrom sustainability report
neutral,commission said hydrogen peroxide pb market worth 470 million euro 2000
neutral,company presently examining whether project would financially feasible
neutral,company studying feasibility focusing processed meat production vantaa facility processing fresh meat forssa facility
neutral,company specialises temporary electrification heating construction site
neutral,dividend payable february 1 2010 shareholder record january 19 2010
neutral,eur 07 million nonrecurring expense recorded third quarter
neutral,event followed online via orion finnish homepage wwworionfi well via kauppalehti live web service wwwkauppalehtifilive
neutral,extraordinary general meeting expected take place later 18 february 2011
neutral,first two project phase expected completed end 2012
neutral,group intends relocate warehouse office space loudeac saint marcel morvillars east country already operates hook manufacturing distribution unit
neutral,group owns operates fleet 800dwt container capacity 17000 teus manages diversified fleet railway rolling stock 17000 unit
neutral,hayward califbased target design active casual dress footwear well boot sandal
neutral,lemminkainen group headquartered helsinki finland operates sector construction industry civil engineering building contracting technical building service building material industry
neutral,marubeni group focus creating value chain upstream downstream encompassing wide variety business field including oil gas metal mineral resource food pulp paper chemical among others
neutral,new b share carry right dividend shareholder right effect today
neutral,office space rise remodeled cannon street underground station
neutral,oxyview pulse oximeter common device check patient bloodoxygen saturation level pulse rate
neutral,project expected completed 2009
neutral,reason st petersburg status capital one participant meeting quoted chikunov saying
neutral,report go provide detailed profile ten leading european specialty chemical company brief profile major player
neutral,report profile 614 company including many key niche player worldwide black decker corporation fiskars corporation fiskars brand inc husqvarna outdoor product inc k group ryobi technology inc scott miraclegro company van group inc
neutral,report profile 614 company including many key niche player worldwide black decker corporation fiskars corporation fiskars brand inc husqvarna outdoor product inc k group ryobi technology inc scott miraclegro company van group inc
neutral,server responsible managing device user account desktop client application enables remote access mobile phone
neutral,share share capital mentioned shareholder remains 5
neutral,share shall repurchased public trading reason share repurchased otherwise proportion holding shareholder
neutral,subsidiary responsible filter sale local assembly filter market service china
neutral,total value project valued sek 30bn eur 283 bn usd 381 bn
neutral,trade accordance agreement announced 26 march 2008
neutral,transaction expected completed next spring
neutral,writing publication lemminkñinen history continuation earlier collaboration antti tuuri company
neutral,product include personal communication product mobile phone part home communication product settop box electronics flat panel tv well communication network product basestations towertop amplifier microwave system
neutral,check make bid deka showroom fortitude valley
neutral,uponor maintains fullyear guidance 2010
neutral,utah capital wanted next u headquarters amer sport corp skiequipment company
neutral,would like see changed nokia next attempt
neutral,completed 120meter watchtower highest building ireland
neutral,viking pay eur 130 million new ship completed january 2008
neutral,assa abloy kaupthing bank gave neutral recommendation share price target 174 crown 247 19 euro swedish lock maker assa abloy ab
neutral,aim understand different traffic pattern based use building
neutral,vaalipalveluservice especially developed use community organization
neutral,industry coming interesting fork road handset manufacturer wireless carrier attempt serve portal webbased service wireless handset wrote
neutral,1830 dinner conference program also viewed live audio webcast internet page wwwcityconcom
neutral,plumbing business announced sponsoring professional dart player
neutral,le coq special developed bicentenary company trade mark brewer said
neutral,another noticeable thing search tata airtel brand mostly related broadband connection
neutral,aspo also investigated sale opportunity kaukomarkkinat electronics business
neutral,beginning subscription period may 2 2006 share subscription price b option right eur 1022 per share
neutral,mr walden mr ignatius responsible also newspaper business result
neutral,capitex kalmar continue responsible maintenance technical development service
neutral,change asbuilt model design communicated subcontractor accommodate steel grc glass reinforced concrete fabrication process
neutral,customer wide range industry use stainless steel service worldwide
neutral,exel want serve industrial customer individual product
neutral,finnish bank pohjola bank plc hel poh1s said today issue eur 40 million usd 512 indexlinked bond pohjola tutkimuksen tahdet viii2010 pohjola research star viii2010 october 27 2010
neutral,merisatama far corner world asfaltti osakeyhtiâ lemminkñinen established 1910 group master builder helsinki specialist business subcontractor
neutral,fsecure developer security solution service internet service provider mobile operator announced result annual online wellbeing survey
neutral,2008 kemira recorded revenue approximately eur 28 billion staff 9400
neutral,accordance term condition alma medium 2006 option program share subscription price 2006a option right eur 488 per share book countervalue eur 060 per share
neutral,penttilñ vision important reason transaction russia
neutral,also confirmed earnings guidance whole 2009 issued report whole 2008
neutral,handpainted resin real 140 treble 75cm long 25cm deep top bottom middle hook
neutral,part development worldclass magnetite deposit karara known potential 30 million metric ton annual processing magnetite estimated 30year life
neutral,operates three distinct brand united supermarket market street united supermercado
neutral,kaupthing bank publish annual result 2007 market open thursday 31 january
neutral,london afx uk european broker recommendation issued today collated afx news range market source
neutral,fine print
neutral,master business administration mba
neutral,80 special event three county four month hosted library system nine branch library
neutral,m laakso responsible hkscan hr function development group smarket area
neutral,new delhi july 17 sahlberg teppo kallio timo mustonen tuomas real oyj espoo finland developed novel marking method producing
neutral,nokia siemens network provides mobile fixed network infrastructure communication network service platform well professional service operator service provider
neutral,share 29659239 held company group company number outstanding share voting right attached share thus amount 322705218
neutral,outotec scope delivery cover engineering supply special equipment service calcination plant two circulating fluid bed calciners
neutral,outotec scope delivery includes design basic engineering supply proprietary equipment sinter plant grate area 496 square meter
neutral,participant book discussion special event visitor car dealership eligible enter drawing 2005 silver fourdoor altima
neutral,peigs wwwpeigsse become part sardus latta maltider light meal unit
neutral,product coverage baked good biscuit breakfast cereal data coverage market size historic forecast company share brand share distribution data
neutral,quality charger chargz brand sold selected retail store sale location worldwide
neutral,group loyal customer magazine yhteishyvñ came second 1629000 reader sanoma corporation daily newspaper helsingin sanomat third 1097000 reader
neutral,scopi chief business excellence officer eng
neutral,subjectmatter invention furthermore use cyclone separating partly molten particle
neutral,taking cue playbook east dillon lion created special team heavyhitting style player bootcut jean tummy top course cowboy boot
neutral,tekla defense business employ 20 person located espoo finland
neutral,tekla organize information meeting analyst medium wtc helsinki marski meeting room aleksanterinkatu 17 day 1230 130 pm light lunch served
neutral,annual general meeting approved yearly remuneration member board director shall remain eur 40000 chairman board eur 30000 deputy chairman board eur 20000 member board
neutral,board machine wire width 625 design speed 900 mmin produce close 1400 tonne folding boxboard per day
neutral,change holding accordance chapter 2 section 9 finnish security market act described
neutral,company also appointed leif rosen head special plate unit includes quarto plate unit degerfors sweden new castle usa unit willich germany well pressplate prefab avesta plate service centre nordic degerfors
neutral,company design manufacture market advanced composite product industrial application consumer good crosscountry alpine nordic walking pole floorball stick antenna radome
neutral,company owned state finland european aeronautic defense space company eads nv tekla international software company provides solution building construction energy distribution municipality
neutral,company said currently french distribution unit ragot located loudeac normandy distribution unit waterqueen line supplier tortue saint marcel midfrance hook manufacturing unit vmc hook distribution unit vmc europe morvillars
neutral,contractor shopping center china state construction engineering corporation previously built eg airport hotel factory large international customer different part world
neutral,corrected chapter entirety
neutral,deal worth eur 12 mn
neutral,event also viewed live webcast wwwcargoteccom
neutral,investment worth approximately eur 100mn
neutral,mill concentrating getting supercalendered line running satisfactorily restarting older newsprint line
neutral,number customer one important parameter determining price electricity network
neutral,order valued eur15m
neutral,order valued usd12 2
neutral,order worth eur 8mn
neutral,prerequisite inclusion program receipt gain key employee acquire aspo share amount determined board advance maximum
neutral,record date dividend distribution march 14 2008
neutral,samsung mobile application store launched january 2009 samsung mobile innovator program enables mobile software developer create application use across samsung mobile device
neutral,solid fuel heated sludge mixed therein
neutral,study evaluated safety tolerability pharmacokinetics repeated dos intravenously administered antibody 26 patient active plaque psoriasis
neutral,total donation amount eur 1115000
neutral,total investment necessary eur40m company estimated
neutral,total project duration three year valued eur11 5
neutral,total scope project 38000 square metre valued total around eur75m
neutral,responsible operation customer relationship development
neutral,implementation important operator since launch fixedtomobile convergence service brazil see brazil 8 may 2006
neutral,organization assume responsibility operation russia
neutral,thus group balance sheet eur 258 million goodwill company added
neutral,thus group balance sheet eur25 8 goodwill 2010 company added
neutral,timo penttila appointed new manager responsible asset management nordea institutional customer finland
neutral,see new register subscribe newspaper
neutral,trading new share right dividend distribution fund start exchange helsinki tomorrow
neutral,upmkymmene wwwupmkymmenecom produce magazine paper newsprint well fine specialty paper converting material wood product
neutral,vehvilainen currently chief operating officer nokia siemens network join finnair 5 january 2010 take ceo effective 1 february 2010
neutral,yara suomi ltd also provides nitrogen chemical technical nitrate various sector industry well product used environmental protection
negative,net sale finnish sanoma learning literature finnish medium group sanoma decreased 36 januaryjune 2009 totalling eur 1628 mn eur 1688 mn corresponding period 2008
negative,jp morgan expects scala lower nobel biocare growth forecast 2007 current guidance 2325 pct well operating margin target current 3435 pct
negative,furthermore sale new passenger car light commercial vehicle country declined 54 yearonyear last month
negative,profitability ebit 136 compared 143 q2 2009
negative,sale midstrength beer decreased 40
positive,finnish lifting equipment maker kone oyj said october 4 2007 order worth 15 mln euro 212 mln deliver total 53 custom designed elevator norwegian shipbuilder aker yard asa
positive,company make marketing sale investment initiated 2009 even efficient 2010
positive,stock trading map 50day map sek72 983 higher 200day map sek70 283 bullish indicator
positive,pleased effort negotiating team look forward productive four year ahead
positive,helsinki thomson financial kone said four order saudi arabia united arab emirate qatar worth 40 mln eur
positive,adp news finnish handling system provider cargotec oyj hel cgcbv announced friday order worth eur 10 million usd 132 deliver linkspans jordan morocco ireland
positive,merrill lynch analyst campbell morgan upgraded recommendation paperlinx neutral buy may
positive,outotec oyj press release february 19 2008 1100 outotec two large mineral processing technology order mirabela mineracao brasil ltda brazil cumerio med jsco bulgaria
positive,outotec said new order worth 4929 mln eur quarter compared 2404 mln eur year earlier
positive,raute said order worth around 15 mln eur supply several plywood production line mill operated russian wood product company sveza group
positive,brokerage said 2006 seen true turning point european steel base price better pricing seen carrying second quarter 2006
positive,location make mall convenient place shop consumer three large residential area nearby jaroszowka wysockiego zgody
positive,lining stone sale also good early autumn order book strong end year
positive,vessel order help aspo secure longterm competitiveness fleet term technology pricing
positive,15 december 2010 finnishgerman telecom equipment maker nokia siemens network said today contract upgrade radio network homebased telecommunication company elisa oyj hel eli1v
positive,finnish kci konecranes awarded order four hot metal ladle crane indian steel producer bhushan steel strip delivered 2007
positive,vaahto pulp paper finnish vaahto group awarded order renovate finnishswedish forest industry company stora enso paperboard machine ingerois board mill finland
positive,combining two producer create strong eubased fertilizer industry capable meeting global competition added
positive,helsinki afx kci konecranes said order four hot metal ladle crane indian steel producer bhushan steel strip ltd
positive,helsinki afx outokumpu said technology unit 28 mln eur contract bosniaherzegovina aluminij dd mostar upgrade anode plant
positive,london leading share today jumped almost 100 point 17 market opened
positive,mika stahlberg vp fsecure lab said excited proud fsecure recognized avcomparatives product year
positive,policy also aimed making company profitable competitive
positive,finland leading metal group outokumpu said fourthquarter net profit tripled back strong global demand stainless steel soaring base metal price proceeds sale technology unit
neutral,company poser want impress people latest handset
neutral,according posted world intellectual property organization present invention relates hydrocarbon particularly manufacture hydrocarbon component suitable aviation fuel jet fuel blending stock aviation fuel
neutral,exactly happened recent weekday east baker brought remind resident easter tradition making wheat rice pie
neutral,investment investment activity communication relates available relevant person engaged relevant person
neutral,fortum need clear signal commitment government permit available company start next round kuula say
neutral,addon order contains among others control valve instrumentation well complete mill engineering electrification metso drive control
neutral,repurchase bond executed open market accordance section 7 f term condition convertible bond
neutral,finnish raute precision supply weighing dosing system plant changing name lahti precision
neutral,finnish suominen corporation make wipe nonwovens flexible packaging plant near warsaw poland make flexible packaging
neutral,france tlcom spent time studying teliasonera potential takeover target shareholder want sell pellissier said
neutral,supported nokia phone include n96 n958gb n95 n93n931 n92 n85 n82 n81 n80 n79 n78 n77 n76 n75 n73 n72 n71 e90 e71 e70 e66 e65 e62 e61e61i e60 e51 e50 touch xpress 5800 6220 classic 6210 navigator 6120 classic 6110 navigator 5700 5500 5320xm
neutral,machine annual production capacity 200000 tonne supercalendered magazine paper paper grade based recovered fiber stora enso said
neutral,moscow metro wwwmosmetroru first metro system europe implement smart card together new type magnetic card 1998
neutral,total scholarship amount 40000 euro recipient chosen recommendation fine art university sport association
neutral,invention released patent office said noncoherent search matrix formed said correlation function matrix
neutral,stakeholder comptel involved workshop meeting filed comment issue greatest importance competitive sector industry
neutral,patrick jeambar also continue responsible innovation health safety environment hsea function ahlstrom corporation
neutral,sanoma learning literature offering print digital learning material present eleven country
neutral,costanza light aluminum base washable shade come white pistachio orange blue red
neutral,process technology project management basic engineering quality assurance within forest industry consolidated vantaa southern finland
neutral,test conducted nokia siemens lte center competence espoo finland follow company production start lteready flexi multiradio base station 800 mhz band april 2010 complement earlier test nokia 2100 mhz 2600 mhz band
negative,share royal sun alliance continued slide back 12month high 172p last month potential suitor ruled takeover bid
negative,managing director comment net sale first quarter notably lower year especially finland russia baltic country
positive,sale climbed 192 pct 1002 bln eur surpassing 953 mln eur consensus figure
positive,suominen corporation estimate costcutting program started autumn 2005 higher sale price expected growth volume wet wipe make company operation profitable
positive,finnish oko bank signed cooperation agreement raiffeisen concerning finnish company investment russia
positive,cooper sh uk distributor lift equipment manufacturer konecranes fiveyear deal involves low maintenance fuel saving technology
positive,reporting period biotie north american licensing partner somaxon pharmaceutical announced positive result nalmefene pilot phase 2 clinical trial smoking cessation
positive,significant milestone benefon helping u secure critical usp personal navigation product roadmap 2007 beyond commented simon button chief technology officer benefon
positive,investor continue interested company share although quite cheap affarsvarlden said
neutral,year personal entertainment play significant role determining whether fitness facility workout experience pleasurable chore said brian wilson director marketing precor entertainment service division
neutral,agreement must approved russian competition authority enters force
neutral,total amount subscription price recorded fund invested nonrestricted equity
neutral,kemira installation nordalu producing 3500 ton liquid solid aluminum waste per year
neutral,mr skogster currently serf manager responsible abb oy system module low voltage drive
neutral,counter competitor strength target weakness
neutral,founded 2000 bioview automates laboratory test especially diagnostic test cancer
neutral,fivestorey ecoefficient building gross floor area 15000 sq also include apartment
neutral,stena poseidon socalled panamax tanker designed able pas narrow passage panama canal lock
positive,market expecting poor performance company stock 6 percent x20ac 2389 u 3384 early afternoon trading helsinki
positive,excluding nonrecurring item pretax profit surged 45 eur80m
negative,adp news feb 13 2009 finnish retailer kesko oyj hel kesbv said today total sale excluding value added tax vat stood eur 6613 million usd 8531 january 2009 152 yearonye
positive,talentum expects net sale core business increase 2008 compared 2007
positive,according pkc acquisition would bring significant addition pkc customer base
positive,end review period nordic aluminium order book stood eur 877 mn compared eur 704 2005
positive,net sale operating profit record high company history
positive,favourable currency rate also contributed higher net sale ceo kari kauniskangas said
positive,fiskars 360yearold global business best known orangehandled scissors expects derive synergy eur5 million year consolidating certain part housewares division two compete
positive,fullyear net sale expected increase approximately 10 company said
positive,q1 10 19 april 2010 finnish forest machinery equipment maker ponsse oyj hel pon1v said today expects swing net profit eur6 3 first quarter 2010 eur9 6 loss year earlier
positive,india trade russia currently stand four billion dollar growing 96 per cent fiscal 2007
positive,lithuanian beer maker sold 25688 million liter beer 2005 rise 45 per cent yearearlier figure 24592 million liter
positive,net sale revenue per passenger expected increase
positive,return investment 166 compared 158 2004
positive,company moved operating profit eur10 9 versus operating loss eur15 3 also turned eps eur0 08 versus loss per share eur0 04
positive,price raw material aluminium went end 2005 company considers outlook 2006 favourable
positive,refining margin year 1339 bbl compared 1046 bbl prior year
positive,viking line manages well current ferry
positive,scania morgan stanley lifted share target swedish heavyduty truck bus maker scania ab 330 crown 424 352 euro 310 crown 398 331 euro
positive,recommendable nokian z g2 according adac judgement latest summer tyre test german automobile association adac
positive,finnish vacon signed significant deal norwegian scandinavian electric system s supply ac drive
positive,finnishswedish tietoenator expanding business quickly russia
positive,hñkan dahlstrâm head mobility service teliasonera forecast mobile data volume teliasonera network sweden rise eightfold 200000 tb 2014
positive,cost saving rise 20 mln eur year 2007 oko said
positive,finnish elevator escalator maker kone corporation said tuesday 18 march received major order sir robert mcalpine supply elevator escalator watermark place project city london
positive,q2 2010 consolidated earnings tax totaled eur4 5 compared eur3 9 net profit eur3 2 compared eur2 9 previous year
positive,2008 deal likely bring saving eur 20mn25mn
positive,middle east north africa tecnotree grown considerably recent year
positive,q1 2010 18 may 2010 finnish electrical component maker salcomp oy hel sal1v said today turned net profit eur1 6 first quarter 2010 versus loss eur2m corresponding period last year
positive,end 2006 number outlet rise 6070
positive,first quarter 2010 marktomarket result pretax profit eur 133 million versus loss eur 32 million period last year
positive,incap contract manufacturing service private limited inked agreement six new customer india
positive,also said third quarter diluted eps came 034 eur compared 016 eur quarter year ago
positive,also turned earnings per share eps eur 044 versus loss per share eur 226
positive,also turned earnings per share eps eur 008 versus loss per share eur 004
positive,also strengthen ruukki offshore business
positive,last week finnish metal technology group announced plan sell 80 percent technology unit company strategic goal becoming world largest stainless steel maker
positive,manavigatorseptember 7 2010kemira unveils indian jv ivrcl finnish chemical group kemira hel kra1v tuesday announced inked deal form joint venture india local construction firm ivrcl infrastructure project ltd bom 530773
positive,mreal sale expected increased 4 yearonyear eur609m second quarter 2010
positive,neste oil board proposed 100 eur dividend fullyear 2007 compared 090 eur year ago
positive,net interest income totaled eur 159 mn compared eur 156 mn year earlier
positive,net profit 355 mln compared 298 mln
positive,net sale 2007 expected 10 2006
positive,operating loss eur 179mn compared loss eur 188mn second quarter 2009
positive,operating profit eur 98 mn compared loss eur 127 mn corresponding period 2009
positive,pretax loss totaled eur 03 mn compared loss eur 22 mn first quarter 2005
positive,pretax profit totalled eur 20 mn compared loss eur 1592 mn fourth quarter 2008
positive,previously eb delivered custom solution lg electronics making commercially available mobile terminal vendor well wireless operator
positive,rapala said estimate make saving 12 mln eur year centralising french operation one site
positive,reuse back pet bottle also steadily increased rate use strapping tape picked dip 2005 petcore said previously
positive,sale expected increase end year 2006 however
positive,satama net sale would higher year
positive,systeemitiimi sale project resource also strengthened director paul skogberg said
positive,action expected deliver annual cost saving eur1520m
positive,company well positioned brazil uruguay
positive,company report loss period eur 04 mn compared loss eur 19 mn corresponding period 2005
positive,company turned earnings per share eps eur 003 versus loss per share eur 001
positive,fourth quarter saw rapala swing back pretax profit 15 mln eur year earlier loss 12 mln back 30 pct uplift sale 448 mln eur stronger performance north america
positive,soapstone deposit medvezhyegorsk area expected increase tulikivi current reserve considerably
positive,measure expected produce annual cost saving eur 15 million starting 2007
positive,bring cost saving eur 3mn year
positive,via move company aim annual saving eur3m main part expected realized year
positive,2010 16 july 2010 finnish steel maker rautaruukki oyj hel rtrks ruukki said today turned net profit eur20m second quarter 2010 net loss eur94m corresponding period last year
positive,28 october 2010 finnish wood product technology supplier raute oyj hel rutav said today swung net profit eur3m first nine month 2010 versus net loss eur5 2 period year earlier
positive,3 february 2011 finnish broadband data communication system provider teleste oyj hel tlt1v said yesterday net profit rocketed eur4 8 2010 eur416 000 2009 lifted dividend proposal
positive,4 february 2011 finnish broadband data communication system provider teleste oyj hel tlt1v said wednesday net profit rocketed eur4 8 2010 eur416 000 2009 lifted dividend proposal
positive,cargotec corporation press release august 26 2008 10 finnish time cargotec macgregor business area providing marine cargo handling offshore load handling solution received significant offshore crane retrofit order
positive,ebit totalled eur 144 mn compared loss eur 03 mn corresponding period 2009
positive,finnish broadband data communication system provider teleste oyj hel tlt1v said yesterday returned net profit eur 27 million usd 38 first nine month 2010 versus net loss eur 579000 period 2009
positive,finnish consumer packaging manufacturer huhtamaki oyj said swung net profit 841 mln euro 1056 mln first nine month 2006 net loss 26 mln euro 33 mln period 2005
positive,finnish dental care group oral hammaslaakarit oyj posted total net profit 849000 euro 11 mln first nine month 2006 versus net loss 331000 euro 421000 period 2005
positive,finnish consultancy satama interactive oyj posted net profit 14 mln euro 20 mln first nine month 2007 compared net loss 462000 euro 664000 period 2006
positive,finnish pulp paper machinery maker vaahto group oyj swung 11 mln euro 14 mln net profit fiscal 200506 ended august 31 2006 249000 euro 319000 net loss fiscal 200405
positive,finnish silicon wafer manufacturer okmetic oyj said swung net profit 49 mln euro 63 mln first nine month 2006 net loss 18 mln euro 23 mln year earlier
positive,second quarter 2010 company net profit eur1 7 compared net loss eur1 3 apriljune 2009
positive,therefore seems finnish shipping company viking line get subsidy need order new lngfuelled vessel
positive,jarmo honkamaa head oil refining business neste oil say situation look promising viewpoint
positive,adp news feb 25 2009 finnish printed circuit board pcb maker aspocomp group oyj hel acg1v said today swung net profit eur 300000 usd 385000 2008 versus net loss eur 653 millio
positive,adp news nov 6 2008 finnish retail software developer aldata solution oyj omx ald1v said today swung net profit eur 21 million usd 27 first nine month 2008 versus net loss e
positive,mformation nokia noted established interoperability agreement cover commercially proven standardsbased management mobile device well mobile device security mobile application management
positive,mn pretax profit eur 464 mn eur 358 mn third quarter 2006
positive,net sale however increase 2005
positive,operating profit totaled eur 177 mn compared eur 176 mn corresponding period 2007
positive,profit tax eur 01 mn compared eur 04 mn previous year
positive,profit period eur 156 mn compared eur 141 mn 2007
positive,quarterly diluted eps continuing operation came 021 eur compared last year 012 eur
positive,raute posted net profit 18 mln euro 26 mln third quarter 2007 compared net loss 299000 euro 430000 corresponding period 2006
positive,return equity stood 183 compared 154 third quarter 2005
positive,russian export duty activate harvesting finland sale russia increase also
positive,company expects net sale significantly increase 2009
positive,company net profit amounted ee 555 mn 36 2004
positive,optimization steel component heating process reduce energy consumption
positive,new partnership agreement represents significant milestone party
positive,tiimari latvian representative ineta zaharova said company earned lvl 122000 2005 profit 20 time 2004
neutral,inge larsen cfo 29045 share representing 050 share capital
neutral,forecast 2012 33
neutral,share capital alma medium corporation business id 19447574is eur 4503151380 divided 75052523 share
neutral,company listed nordic exchange helsinki
neutral,incap contract manufacturing carry manufacturing agreement factory tumkur near bangalore
neutral,operated nokia supported nokia netact network service management system
neutral,comptel corporation publish financial statement 2008 12 february 2009
neutral,shop located capital region paijathame region
neutral,annual net sale unit eur 5 million currently employ 55 people
neutral,following workday customer check home computer purchase divided different ingredient group much energy various product contain nutritional content purchase
neutral,name company holding acquired citycon oyj 2
neutral,basware headquartered espoo finland
neutral,store located poznan shopping center named pestka company added
neutral,seat would go edgar edmonds american experience clothing retail industry christian fischer austrian experience winter sport good business
neutral,ahlstrom 5700 employee serve customer via sale office production facility 20 country six continent
neutral,raute headquartered nastola finland technology company serving wood product industry worldwide
neutral,according latest information benefon launch twig device 20 september 2006
neutral,report capman plc ceo heikki westerlund
neutral,price specified completion date
neutral,total 78 million invested project
neutral,finnish consultancy satama interactive oyj said november 13 2006 jarmo lonnfors took position ceo
neutral,nordea definitely big sampo acquire said analyst sampo would appear agenda nordea ahead privatisation
neutral,room modify share component already indicated
neutral,could
neutral,1 pm central office nordea bank 19 3ya ulitsa yamskogo polya building 1 telephone 495 7773477 ext 3932 3931 03022011 unimilk egm 0304 022011 xvi international businesssummit food business russia 2011 take place
neutral,128538 share still subscribed series e share option max
neutral,561470 new share 2003 option right plan packaging company huhtamaki oyj reported monday total 561470 new share company issued based share subscription 2003 option right plan
neutral,meeting medium analyst held day 1030 stonesoft headquarters helsinki italahdenkatu 22 interim report presented stonesoft ceo ilkka hiidenheimo
neutral,meeting glisten shareholder vote bid held 12 march
neutral,replay available 27 october 2006 following number u caller 1 617á801á6888 nonus caller 44 20 7365 8427 access code 2659 5401
neutral,36 came aspo chemical 39 aspo shipping 25 aspo system
neutral,72 evraz group share owned lanebrook whose beneficiary one hand millhouse holding company asset billionaire roman abramovich business partner 50 evraz executive alexander abramov alexander frolov 50
neutral,aker yard finland begin using chinese subcontractor finnish shipyard
neutral,finnish food industry company lñnnen tehtaat planning change fish product business
neutral,according business medium report usmanov planned transfer megafon stake statecontrolled svyazinvest exchange stake merged rostelecom
neutral,according gallup food farm fact beef consumption totaled 99mn kilo finland 2007
neutral,according company decision issue made summer 2010 earliest summer 2011 latest
neutral,according finnishrussian chamber commerce major construction company finland operating russia
neutral,according notification holding ameriprice inc group company total 808973 share represent 3582 tekla share voting right
neutral,sale savcor group ltd comprise savcor art corporate function investment cencorp corporation
neutral,ahlstrom share quoted nasdaq omx helsinki
neutral,ahlstrom share quoted nasdaq omx helsinki
neutral,yit capital market day material available company internet site wwwyitgroupcominvestors 1030 september 26
neutral,alma medium hold 70 company remaining share owned company key employee
neutral,almost entire office building occupied metso
neutral,also development online business continue
neutral,part agreement 10 employee john deere forestry documentation function transfer dokumentori oy
neutral,alternative share exchange panostaja offer full cash consideration value 127 euro 17 per share
neutral,900 eet alma medium annual report 2009 scheduled published calendar week 9
neutral,endaugust sampo nordea biggest shareholder 206 stake followed state 199
neutral,first solteq service company operating st petersburg area include maintenance material management system data collection solution
neutral,autotank group part aspo system division
neutral,fki john jiang worked several general manager senior business consultant position international company china
neutral,bid offer include least 1000 share value share must correspond least eur4 000
neutral,capman said deal effect cash flow 2009 total eur3 4 transaction would affect financial result 2009 executed fair value
neutral,catalyst segment includes refinery catalyst polyolefin catalyst product category
neutral,componenta metal sector company international operation production plant located finland netherlands sweden turkey
neutral,consisting seven interconnected unit mega image logistics center 347 metre length 12 metre height
neutral,construction work helsinki music centre start autumn total cost project estimated 140 million euro
neutral,copyright afx news afx financial news logo registered trademark afx news limite
neutral,cramo headquartered vantaa finland rent construction machinery equipment well rent sell modular space
neutral,currency conversion based exchange rate time deal
neutral,currently terminator lure produced subcontract facility mexico manufacturing transferred rapala factory shenzhen china
