Sentiment,News
neutral,company plan spend proceeds right offering strengthening balance sheet
neutral,contract cover manufacturing surfacetreatment installation steel structure
neutral,corresponding increase share capital eur422 754 entered trade register today
neutral,corresponding increase share capital total eur 30000 registered finnish trade register may 8 2008
neutral,corresponding increase share capital due subscription warrant total eur 186074 registered finnish trade register january 4 2008
neutral,corresponding share capital increase eur 101294550 entered trade register today
positive,decision sell share lenenergo reached line fortum strategic plan invest mainly generating asset russia lenenergo grid company press release said
positive,equipment expand container handling capacity namibia main port walvis bay west coast
positive,expansion includes doubling floor space addition lifting capacity production equipment
positive,group aim increase net sale comparable operating profit 2006
neutral,order also includes startup commissioning service
neutral,order consists capacity expansion maintenance service new charging functionality company said
neutral,phone targeted first time user growth market
neutral,repayment eur 105 million debenture bond related company previous announcement october 21 2009 collect irrevocable selling commitment holder subordinated debenture bond
neutral,revenue business reached nok 12 million 2008
positive,subscription increase cargotec share capital 36780 euro
positive,subscription increase cargotec share capital eur 27060
positive,total area gorelovo plant 22000 sq atrium invested euro 70mn plant double atrium russia production capacity st petersburg area
neutral,tielinja generated net sale 75 mln euro 96 mln 2005
neutral,tikkurila powder coating 50 employee four paint plant generated revenue eur2 4 usd3 3 2010
neutral,u district judge douglas p woodlock yesterday extended jan 17 temporary restraining order march 7
neutral,uk sarantel outsource part process elcoteq plant estonia london oct 13 bns british miniature antenna maker sarantel signed agreement outsource assembly test supply chain process plant elcoteq estonian capital tallinn
neutral,rental agreement stockmann committed invest building bridge gogol street build underground tunnel crossing street 2004
neutral,made longterm investment developing system implementation model
positive,launch new 3g handset nokia aim become winner china 3g market 2g market
neutral,subscription fortum ownership tgk10 increased slightly 76 share voting right
neutral,vnh generates annual net sale 5 mln eur employ 21 people
positive,earnings per share eps first quarter 2007 amounted eur0 07 eur0 04
negative,jan 6 ford struggling face slowing truck suv sale surfeit uptodate gottahave car
neutral,rautakesko business operation norway russia acquired july 2005 included figure comparable period impacting sale growth starting august
positive,operating profit eur 1107 mn eur 865 mn
negative,peer peugeot fell 081 pct sale rose 63 pct period last year
negative,pharmaceutical group orion corp reported fall thirdquarter earnings hit larger expenditure rd marketing
negative,however growth margin slowed due financial crisis
positive,significance teleste emphasised large size growing economy well rapid development tv service distribution industry poland viewed attractive market
positive,reached agreement union flight continue normal finnair spokesman usko maatta said
positive,finland insurance company pohjola finnish motorcyclist association signed agreement aim improving motorcyclist traffic safety
positive,helsinki afx nokian tyre reported fourth quarter pretax profit 615 mln eur 486 mln back strong sale
positive,kalnapiliotauro grupe kalnapilistauras group owned denmark royal unibrew raised market share 2518 percent 2374 percent beer sale seven month jumped 145 percent 405 million liter
positive,kalnapiliotauro grupe kalnapilistauras group owned denmark royal unibrew raised market share 252 percent 2391 percent beer sale nine month jumped 114 percent 5299 million liter
positive,marimekko today 20 november signed license agreement swedish chain whereby marimekko license popular pattern 1950s 1960s 1970s hm
positive,staff recruited japan complement network close 50 service location 20 country worldwide
positive,nokian capacitor equipment used raise capacity reliability indian grid
positive,rautaruukki corporation stock exchange release 3 december 2009 12 noon ruukki construction engineering division improve adjust operation finland
positive,ruukki romania local arm finnish metal producer ruukki increased capital 900000 euro 114 mln cash contribution reported september 19 2006
positive,stx finland oy signed preliminary agreement building environmentally friendly new generation cruise ferry viking line manage turku finland stockholm sweden withviking line abp
positive,company estimate net sale 2010 increase considerably 2009 operating result clearly positive
positive,tower chose add due go operation summer increase total capacity 80 broadsheet 160 tabloid page ability run 32 48page product side side
positive,uponor made operating profit eur 1510 mn eur 1437 mn made 2007 record year
positive,basware corporation stock exchange release august 31 2010 1625 basware signed large deal international industrial group basware deliver invoice automation solution connectivity service international industrial group
positive,estimate operating profit improve third quarter
positive,kazgiprotsvetmet outotec finland signed agreement strategic cooperation marketing providing mineral processing metallurgical plant related service kazakhstan surrounding country
positive,lemcon signed investment cooperation agreement kaluga regional administration last november
positive,ruukki forecast 1520 annual sale growth positive pretax result 2010
positive,sale rose 10 pct 566 mln eur back strong volume favourable currency effect
positive,growth net sale continued favourably middle east africaand asia pacific
positive,new agreement expands longestablished cooperation company involves transfer certain engineering documentation function larox etteplan
positive,appointment kaupthing bank aim coordinate capital market activity within group improve overall service client
neutral,cencorp headquartered virkkala finland develops supply automation solution electronics semiconductor industry enhance productivity
neutral,following increase huhtamaki oyj registered share capital eur 35870629000 number share outstanding 105501850
neutral,following increase huhtamaki registered share capital eur360 62 number share outstanding 106063320
neutral,company also supplied 200 mw power generating equipment number project papua new guinea including 12 engine wartsila 32 type lihir gold
neutral,agreement pfizer funding biotie research activity pde10 phosphodiesterase 10 inhibitor program since start late 2006 sole authority develop discovered compound
neutral,omx market forward mature may 16 2008 novator finland oy direct shareholding amer sport corporation exceed onefifth 15 company share voting right
positive,prove efficiency china mobile system rod baber english climber climbed mount everest summit successfully made call
neutral,test part larger campaign includes various customer trial demonstration make lte 800 mhz commercially viable summer nokia siemens head lte business line reino tammela said
positive,finnish ahlstrom corporation double investment new specialty glassfiber reinforcement plant south carolina u
neutral,helsinki october 22 2008 ssh communication security corp board director information please contact tomi laamanen chairman tel 358 0 400 609 544 distribution nasdaq omx helsinki ltd
neutral,patrizia add acquisition portfolio already worth eur3bn
positive,sale rose 3009 mln eur compared last year 2761 mln eur line 299 mln eur consensus figure
positive,contract signed august papua new guineabased lihir gold ltd asx lgl
neutral,offer 30 million share aimed raise x20ac 500 million u 640 million expected completed oct 9 outokumpu said
positive,extensive cooperation also bolster sysopen digia position domestic operator market kallioranta add
positive,agreement continue good cooperationand time release capital tied ourmachinery operation
positive,theodosopoulos said tellabs could value nokia siemens nortel given leading supply status verizon along highgrowth product
positive,succeeded increasing market share sold apartment comment mr kari kauniskangas head yit international construction service
positive,capman partner able develop business continue focus providing quality restaurant service customer say christopher wynne ceo papa john russia
positive,finnish suominen corporation specialises wet wipe nonwovens flexible packaging report net sale eur 441 mn second quarter 2010 eur 433 mn second quarter 2009
positive,finnish telecom software developer tecnomen oyj said december 5 2006 33 mln 25 mln euro order supply expansion charging messaging system mobile fixed network brasil telecom
positive,increased trust client yit seen apartment sale accelerated
positive,adp news dec 11 2008 finnish construction engineering company outotec oyj omx ote1v said today eur 28 million usd 368 order expand phosphate concentrator siilinjarvi norwegian miner
positive,mr priit kasak balti metsamasina owner said rakverebased company wish increase valmet market share 27 third couple year
neutral,ponsse plan create network based strong partnership participates production larger entity presently
positive,bank see potential getinge share rise
positive,company recorded revenue e658 1 million fiscal year ended december 2007 increase 23 2006
positive,cooperation double switch converter capacity
positive,robust growth result inclusion clothing chain lindex group december 2007
positive,six brewery recorded 52 percent growth domestic beer sale last year 27021 million liter 25688 million liter sold 2005
positive,truly take efficiency new height mr metso add
positive,hope increase traffic volume opening freight one scandinavia
positive,january 11 2010 ephc board director approved increase quarterly dividend 003 005 per share
positive,finnish cargotec kalmar business area providing container handling solution awarded order ten eone rubbertyred gantry rtg crane saigon newport company snp vietnam
positive,bilfinger investor cheered agreement pushing share 7 euro 330 euro 5029 afternoon trade
positive,kesko pursues strategy healthy focused growth concentrating sale service consumercustomers
positive,london afx share rautaruukki corp upgraded hold sell abn amro price target raised 2575 eur 145 said dealer
positive,london marketwatch nokia nok said fiveyear service contract run hutchison essar network operation nine location india
positive,progress group qpr representative saudi arabia north africa signed framework agreement long term strategic relationship ise
positive,ragutis controlled finnish brewery olvi achieved 57 percent rise beer sale 226 million liter held 1075 percent market share
positive,250 sq 2691 sq ft store copenhagen premier shopping district inaugurated today strengthening company presence nordic capital
positive,metal gained 41 percent year demand china world largest user increased
positive,addition cramo peab signed exclusive fiveyear rental agreement finland extended existing rental agreement swedish market another five year
positive,outotec oyj press release december 4 2009 1030 outotec establishes new subsidiary kolkata outotec established subsidiary india order better serve indian customer increase business growing indian market
positive,also 77 pct 12month volume weighted average price stock
positive,mobile phone shipment jumped 26 percent almost 112 million unit finnish company global market share rose 39 percent 36 percent
neutral,january 29 2009 largest nordic bank nordea finnish retail chain stockmann launched regionally unique cooperation project first introduce common mastercard credit card enabling payment different state store
neutral,qpr established international customer base spread 70 country 2009 variety organization including bank manufacturing company service company government authority
positive,selects third party logistics leader transplace bestinclass technology procurement capability leading specialty packaging manufacturer employ complete 3pl solution supply chain visibility transportation efficiency increase service level ontime deliverie
positive,4g allows customer use mobile broadband service speed ten time higher today 3g
neutral,according eijkens publisher much publish colourful book publisher provide value added information individualising
positive,based strong customer interest feedback using rpm mobile phone manufacturer operator enterprise developer forum significantly increase product service quality userexperience costefficiency tulonen continues
neutral,cameco provide upfront investment usd 60mn construction uranium extraction circuit
neutral,cdp established initiative institutional investor however annually published result also interest increasing number customer interest group reporting company
neutral,original contract signed last summer
neutral,testament quality lte solution commitment japanese market added
positive,ixonos rich heritage developing leadership experience smartphone segment
positive,acquisition elektros pavara completes kone market expansion strategy baltic country
positive,18 january 2010 finnish consultancy trainer house oyj hel trh1v said last friday resolved issue eur5m hybrid bond domestic investor bid strengthen capital structure
neutral,alexandria va oct 15 aaron moss hampshire great britain developed ornamental design handset u patent trademark office announced
neutral,hybrid bond 18 january 2010 finnish consultancy trainer house oyj hel trh1v said last friday resolved issue eur5m hybrid bond domestic investor bid strengthen capital structure
positive,repair maintenance business accounted net sale eur 6453 mn eur 5636 mn
positive,money spent strengthening company competitiveness sphere sawmill product increasing volume wood delivered processing russia release say
positive,new technology improves glass quality consistency increasing throughput
neutral,reason behind estimate include rise 2008 rent level several fullyleased office retail property completed added company investment property portfolio
positive,vaisala group successful international technology company develops manufacture market electronic measurement system product
neutral,vuokatti unit developed focus especially manufacture prototype rampup new product demanding testing aftersales service
positive,look forward helping company develop operational service digitalize service customer
neutral,agj recorded eur 43 mln sale 2006 generated export customer western europe statement said
positive,number collection error fell considerably operation speeded
positive,combining existing solution single platform comptel said reduced cost deployment
positive,second quarter 2010 group pretax loss narrowed eur 400000 eur 600000
positive,26 january 2011 finnish metal product company componenta oyj hel cth1v said yesterday net loss narrowed eur500 000 last quarter 2010 eur5 3 period year earlier
positive,8 may 2009 finnish liquid handling product diagnostic test system maker biohit oyj hel biobv said today 8 may 2009 net loss narrowed eur0 1 usd0 14 first quarter 2009 eur0 4 period 2008
positive,finnish fiber plastic product maker suominen corporation said net loss continuing operation narrowed 18 mln euro 23 mln 2006 37 mln euro 48 mln 2005
positive,finnish metal product company componenta oyj hel cth1v said today net loss narrowed eur 500000 usd 680000 last quarter 2010 eur 53 million period year earlier
positive,finnish sport equipment maker amer sport oyj hel ameas said today net loss narrowed eur 169 million usd 223 second quarter 2010 eur 232 million corresponding period year earlier
positive,finnish steel maker rautaruukki oyj hel rtrks ruukki said today net loss contracted eur 49 million usd 682 first nine month 2010 eur 229 million period year ago
positive,first nine month 2010 talvivaara net loss narrowed eur 83 million eur 219 million period 2009
positive,first nine month 2010 company net loss narrowed eur 415000 eur 74 million corresponding period 2009
positive,first nine month 2010 company net loss narrowed eur415 000 eur7 4 corresponding period 2009
positive,adp news feb 9 2009 finnish computer service company proha oyj hel art1v said today net loss narrowed eur 113000 usd 146000 2008 eur 12 million 2007
positive,new factory working model reorganisation would decrease nokian tyre cost factory eur 30 million usd 387
positive,20 october 2010 finnish metal product company componenta oyj hel cth1v said yesterday net loss narrowed eur7m first nine month 2010 eur23 3 period 2009
positive,finnish fiber plastic product maker suominen corporation said net loss narrowed 16 mln euro 20 mln first nine month 2006 216 mln euro 27 mln period 2005
positive,contrast company net loss third quarter 2009 contracted eur 76 million eur 256 million corresponding period year ago
positive,second quarter 2010 raute net loss narrowed eur 123000 eur 15 million period 2009
positive,adp news nov 13 2008 finnish printed circuit board pcb maker aspocomp group oyj omx acg1v said today net loss narrowed eur 2 million usd 25 first nine month 2008 eur 5
positive,metsaliitto however narrowed net loss second quarter 2007 50 mln euro 69 mln 61 mln euro 837 mln year ago
positive,narrow eur2 8 9mo 09 29 october 2009 finnish software hardware developer elektrobit oyj hel ebg1v eb said today net loss narrowed eur2 8 first nine month 2009 eur35 6 period year ago
positive,diluted loss per share narrowed eur 027 eur 086
positive,unit cost flight operation fell 64 percent
positive,loss third quarter 2007 eur 03 mn smaller loss second quarter 2007
positive,airvana umts home base station femto cell us softwarebased functionality offtheshelf silicon accelerate feature development reduce product cost
positive,according seppñnen new technology umts900 solution network building cost onethird lower building 35 g network operating 2100 mhz frequency
positive,cost new ropax vessel 30 lower present one
neutral,last job loss related reduction take place 2010
positive,program target structural cost reduction eur 30mn 2009
neutral,third quarter result also includes 400000 euro 575000 provision downsizing lure manufacturing ireland
positive,upmkymmene working closely shipping agent reduce fuel consumption greenhouse gas emission
negative,2009 3 february 2010 finlandbased steel maker rautaruukki oyj hel rtrks ruukki said today slipped largerthanexpected pretax loss eur46m fourth quarter 2009 yearearlier profit eur45m
negative,adpnews feb 3 2010 finlandbased steel maker rautaruukki oyj hel rtrks ruukki said today slipped largerthanexpected pretax loss eur 46 million usd 645 fourth quarter 2009
negative,result tax decreased nearly eur 145 mn compared nearly eur 20mn previous accounting period
negative,company slipped operating loss eur 26 million profit eur 13 million
negative,23 april 2010 finnish construction engineering company outotec oyj hel ote1v said today slipped net loss eur7 3 first quarter 2010 net profit eur12 5 corresponding period last year
negative,cramo slipped pretax loss eur 67 million pretax profit eur 589 million
negative,finnish solution provider affecto oyj hel afe1v said today slipped net loss eur 115000 usd 152000 second quarter 2010 profit eur 845000 corresponding period year earlier
negative,2009 comptel slipped net loss eur2 1 profit eur6 6 previous year
negative,q2 2009 profit tax amounted eur 136 mn eur 268 mn q2 2008
negative,adpnews feb 5 2010 finnish real estate investor sponda oyj hel sda1v said today slipped net loss eur 815 million usd 118 2009 profit eur 293 million 2008
negative,adpnews jul 17 2009 finlandbased steel maker rautaruukki oyj ruukki hel rtrks said today slipped net loss eur 184 million usd 2597 first half 2009 net profit eur
negative,profit tax amounted eur 565 mn eur 2329 mn year ago
negative,profit tax decreased 9 eur 1878 mn first nine month 2008 compared eur 2071 mn year earlier
negative,profit tax decreased eur 316 mn eur 500 mn year
negative,profit tax eur 40 mn eur 49 mn
negative,company profit tax fell eur 211 mn third quarter 2008 compared eur 358 mn corresponding period 2007
neutral,state program worked legal provision developed rule normative document specified functioning technological park
positive,augustoctober 2010 company result tax totalled eur 96 mn eur 05 mn corresponding period 2009
positive,finnish bore owned rettig family grown recently acquisition smaller shipping company
positive,plan estimated generate eur 5 million usd 65 cost saving annual basis
positive,finnish pharmaceutical company orion report profit tax eur 700 mn third quarter 2010 eur 549 mn corresponding period 2009
positive,finnish sampo bank danish danske bank group report profit tax eur 1523 mn 2010 eur 327 mn 2009
positive,profit tax period eur0 9 eur0 01 last year
positive,profit tax eur 54 mn eur 36 mn year earlier
negative,also construction expense gone russia
neutral,neste oil said build biodiesel production facility rotterdam netherlands estimated cost 670 million euro naming francebased technip project main contractor
neutral,european central bank ecb anticipated raise benchmark interest rate second half 2011 earliest
negative,11 august 2010 finnish measuring equipment maker vaisala oyj hel vaias said today net loss widened eur4 8 first half 2010 eur2 3 corresponding period year earlier
negative,finnish power supply solution system provider efore oyj said net loss widened 32 mln euro 42 mln first quarter fiscal 20062007 ending october 31 2007 900000 euro 12 mln period fiscal 200506
negative,adp news apr 22 2009 finnish business information system developer solteq oyj hel stq1v said today net loss widened eur 189000 usd 245000 first quarter 2009 eur 10000 per
negative,salonen added data show producer pulp inventory north america declining
negative,elcoteq group recently announced last three month previous year brought major loss half billion kroon eur 32 mln fifth quarter running
positive,current year raute expects net sale increase operating result positive
positive,turnover surged eur61 8 eur47 6 due increasing service demand especially third quarter overall growth business
positive,result company currently anticipates net sale increase operating result positive
positive,asimilar agreement signed china mobile ltd sehk 0941 nyse chl largest mobile carrier thegps social networking service provider promoting gypsii service beijing 2008 olympic game according thelatest news
positive,upm delivery increased third quarter 4 percent efficiency operation improved chief executive jussi pesonen said
positive,global sport equipment maker amer sport corp whose brand include atomic salomon wilson saw 64 percent increase thirdquarter net profit euro 474 million 65 million strong sale cost cut
neutral,export make 80 per cent sale name glaston also reflects truly internationally operating company explains kyro president ceo mika seitovirta
neutral,westend ict plc new 409665891 share increase share capital eur 2000000 based resolution extraordinary shareholder meeting 27 december 2010 today registered trade register
positive,due rapid expansion market share tallink term passenger carriage tallinna sadam port tallinn totaled 55 percent november 457 percent november 2005
positive,finnish industrial investor panostaja oyj omx helsinki pnaas omx helsinki pnabs said friday 11 july signed deal acquire entire share capital kospa oy manufacturer waste disposal equipment
positive,stora enso r share rose 120 pct 1184 eur upmkymmene also dragged higher rising 168 pct 1756 eur mreal b added 238 pct 430 eur
negative,cash flow operation recent quarter also reached eight year low
positive,loan used finance strategic investment shopping center redevelopment project refinancing maturing debt
positive,stock price rose 700 ore 09 close sek77 65 ending twoday streak loss
positive,earnings per share eps amounted eur0 98 loss eur0 02
positive,earnings per share eps eur0 03 loss eur0 083
positive,operating profit totalled eur 04 mn operating loss eur 08 mn yearonyear
positive,operating profit totalled eur 70 mn loss eur 40 mn second quarter 2009
positive,operating result including nonrecurring item rose eur 146mn loss eur 267mn 2009
positive,tiimari finnish retailer reported geenrated quarterly revenue totalling eur 13 mn 4th quarter 2009 eur 03 mn loss 2008
positive,earnings per share eps amounted eur0 03 loss eur0 08
positive,operating profit totalled eur 58 mn loss eur 17 mn fourth quarter 2009
positive,operating profit eur 06 mn loss eur 19mn year earlier
positive,investment operational change enable additional optimisation working hour thereby cost saving 7 9
positive,okmetic product based hightech expertise generates added value customer innovative product development extremely efficient production process
neutral,shareholder full name id code petri ailus born 1591966 information please contact isto hantila ceo tel 358 9 591 8342
positive,9 september 2010 finnish stationery gift retailer tiimari hel tii1v said today net sale rose 2 yearonyear eur5 7 august 2010 driven growth finland demand baltic remained weak
positive,1429 cet monday share bavarian nordic climbed 121 dkk250 stock exchange copenhagen lost 741 past month
positive,example net sale increased 59 first quarter ebitda increased negative eur 02 mn first quarter 2009
positive,mobile phone sale rose 25 587 billion euro enterprise solution sale dropped 39 186 million euro
negative,rising cost forced packaging producer huhtamaki axe 90 job hampshire manufacturing plant
negative,however rapidly increasing cost strengthening euro challenging whole industry impacted result
negative,growth rate paying national debt extremely painful
negative,operating loss increased eur 17mn loss eur 108 mn 2005
negative,payment 2779 million litas interest longterm loan provided ragutis majority shareholder estonia le coq also added loss
negative,moment valio worried ban continues long may become quite problem
positive,sponda record profit sale 85 mln euro 124 mln
positive,cencorp estimate net sale last quarter earlier stated eur4 3 eur5 0 operating profit ebitis estimated positive
positive,customer satisfied basware invoice automation solution extends implementation new geography
positive,repeat see 2008 ebita 18 pct sale
positive,separating side business able faster expand develop tapro retail network
positive,strategic cooperation rentakran brings u new customer alreadyworking relationship authority new territory said jarmo laasanen senior manager cramo
neutral,patja worked well u decade fujitsu new bid competitive
positive,share purchase completed financing also provided expand latvia broadband infrastructure develop new area business including acquisition company
positive,term profitability earnings 2007 best year history chief executive velimatti mattila said
positive,government professional approach assessing offer
positive,margarine business put good shape last two year making natural addition bunge looking leverage position central northern european market raisio ceo matti rihko said statement
positive,win oems targeting develop wimax product
positive,portion 125 million recorded part winning prior patent dispute finnish phone maker nokia oyj
positive,finnish electronics manufacturing service company elcoteq signing cooperation agreement japanese mobile phone manufacturer bypass elcoteq tallinn say jan kotka ceo elcoteq tallinn
positive,according arehu managing director jouko lahtinen project stabilise cost improve supply security
positive,according ceo matti karppinen frozen food posted good result 2010 2009
positive,according viking line managing director nilserik eklund company board director satisfied viking line performance
positive,action improve operational efficiency adjust operation expected deliver annualised permanent cost saving around eur 45 million effected mostly first half 2010
positive,time sale development russia boosted opening stockmann nevsky centre st petersburg
positive,benefon wireless gps technology company supply karputer twig navigation platform gps satellite navigation voice guidance service
positive,biohit vwr close cooperation number year u biohit one vwr focus supplier
positive,combining deep domain expertise application service management asm outsourcing service offering proved winning combination
positive,demand brisk expected order level remained high
positive,past decade gradually divested noncore asset bought several sport equipment maker including californiabased fitness product international spark nevadabased atec leading maker baseball softball pitching machine
positive,espoon kaupunki awarded contract personal care product
positive,export accounted 654 net sale representing time record company
positive,finland poyry energy contract advise builder new cogeneration power plant lithuania secondbiggest city kaunas supervise construction process
positive,finnish construction company yit oyj said november 13 2007 70 mln euro 1028 mln contract construct new office building local property company tapiola real estate oy
neutral,2005 cargotec net sale exceeded eur 23 billion
positive,2006 kone received order aker yard supply 43 customised elevator first genesis cruise ship scheduled completed 2009
positive,addition fireplace export demand lining stone exceeded level earlier part year continue clearly brisker remainder year
positive,kalmar awarded new 5year contract supply rough terrain container handler rtch
positive,major order india comptel corporation received significant longterm order mediation provisioning solution used leading operator india
positive,managing director kari inkinen say sponda leasing operation developed highly favourably
positive,net cash flow operation expected remain positive
positive,price kesko share 10 mln euro 155 mln recognize gain 40 mln euro 62 mln disposal included result second quarter 2008
positive,olvi posted strong set figure first six month year
positive,operating profit improved 27 eur 5798 mn eur 4572 mn 2006
positive,standardised service met positive reception among customer well itella
positive,performance second half 2009 exceeded expectation
positive,ponsse project forest machine market improve expected 2010 previous year
positive,ragutis based lithuania secondlargest city kaunas boosted sale last year 223 per cent 364 million liter
positive,raisio bid buy glisten winwin deal company chairman uk snack firm told justfood today 10 february
positive,stora enso owns 43 percent bergvik earns therefore sek 15 bn value appreciation
positive,talvivaara also maintains assumption turning cash flow positive year end
positive,thanksto improvement demand adjustment made theutilization rate cramo fleet substantiallyimproved
positive,acquisition expected improve access chrome ore resource turkey
positive,aim annual improvement ruukki construction operating profit eur 3 million usd 41 starting 2009
positive,company estimate trend demand sport equipment steady 2006 amer report said
positive,estimated synergy benefit least eur7m annually
neutral,goal achieved via organic growth possibly supplemented acquisition
positive,group business balanced broad portfolio sport presence major market
neutral,group business balanced broad portfolio sport presence major market
positive,objective planned measure achieve significant saving next year
positive,rebuilds designed improve machine performance product quality
positive,transaction positive impact around eur2m earnings ruukki recognize fourth quarter year
positive,situation normalises company able increase amount residential unit sale st petersburg moscow particular
positive,repeat order follow successfully installed 159 elevator delhi metro system kone spokeswoman told thomson financial news
positive,customer chance make booking service want one location said mikko tuomainen incharge finnair internet sale
positive,stonesoft see great promise future ipv6
positive,combined activity create value shareholder good employee customer
positive,trend sport leisure market favorable first month year
positive,continued actively focus rd position offering away point solution towards dynamic endtoend solution ervio stated
positive,16 february 2011 finnish industrial machinery company metso oyj hel meo1v said today deliver mineral processing equipment basic engineering canadian miner northland resource osl naur tse nau
positive,27 january 2011 finnish solution provider affecto oyj hel afe1v said today eur1 2 usd1 6 contract stateowned lithuanian social insurance institution sodra
positive,according finnish pension insurance company varma varma recipient two third revenue earningsrelated pension cover competitive tendering finland
positive,finnish construction group lemminkñinen awarded two road building contract lithuanian transport administration
positive,finnish construction group yit awarded contract install heating air conditioning cooling system new head office automobile association adac munich germany
positive,finnish flexible packaging manufacturer suominen corporation report net sale eur 545 mn first quarter 2008 compared eur 543 mn year earlier
positive,finnish forest machinery manufacturer ponsse agreed volvo start cooperation latin america
positive,finnish metso paper awarded contract rebuild sabah forest industry sfi pulp mill sabah malaysia
positive,finnish metso paper order supply uncoated fine paper machine mcc paper yinhe china
positive,finnish outokumpu technology awarded several new grinding technology contract
positive,finnish rautaruukki awarded contract supply install steel superstructure partihallsfârbindelsen bridge gothenburg sweden
positive,luleñ municipality awarded yit 2year contract property management one third municipality property total area 140000 sq metre
positive,shopping center opened st petersburg russia november 2010 turn cash flow finnish department store chain stockmann russian operation positive first time 2011
positive,according atrium president ceo matti tikkakoski company swedish operation significantly improved first quarter
positive,according ceo kai telanne company newspaper achieved best financial result ever
positive,according kesko company agreed city administration lease building 2006 resettlement construction fivestar hotel hilton 120 room
positive,according nordic financial group nordea analyst sami sarkamies make nokia portfolio competitive
positive,according ringman finnish paper company acquired knowhow capacity paper recycling turned successful strategy
positive,according schmardin nordea likely try win customer pension fund provider
positive,according ceo nordea bank estonia vahur kraft nordea finland stockmann cooperating ten year
positive,adanac molybdenum canada ordered grinding technology molybdenum project british columbia canada shalkiya zinc kazakhstan awarded contract grinding technology shalkiya zinclead project kazakhstan
positive,raisio division recorded operating profit
neutral,estimated 30 pct mobile call made home france telecom hope 15 pct orange client sign service end 2008
positive,broker repeated buy rating based expectation current restructuring lead clear improvement performance europe 2007
positive,arvo vuorenmaa loviisa plant general manager said application new licence standard procedure quite confident approval granted
positive,domestic business bestin already close finnish dog owner
positive,basware ceo ilkka sihvo comment conjunction interim report whole basware succeeded well second quarter 2007
positive,cash flow operating activity estimated positive
positive,cision say sale return uk operation profitability
positive,citigroup inc nyse c announced global transaction service gts business awarded new mandate finlandbased pohjola bank group
positive,comptel vendor dynamic operation support system os software selected orascom telecom oth partner provisioning activation solution mobile service
positive,department store sale improved 14 eur 10706 mn
positive,dmasia16 august 2006benefon extends manufacturing capability asmobile 2006 digitalmediaasiacom dma ltd
positive,finland national carrier finnair plc carried record 85 million passenger 2005 increase 45 percent previous year airline reported tuesday
positive,finnair plc carried record 88 million passenger 2006 increase 35 percent previous year finnish national carrier reported tuesday
positive,finnish consulting engineering group poyry plc omx helsinki poy said wednesday 1 october awarded contract tanqia dibba fzc ownerengineer wastewater system dibba emirate fujairah uae
positive,finnish financial solution developer basware corporation omx helsinki bas1v said tuesday 23 september deliver complete invoice automation solution large u engineering construction technical service organization
positive,finnish handling system company cargotec oyj hel cgcbv said today eur 13 million usd 166 contract deliver macgregor hatch cover ship ordered norwegian shipowner grieg shipping
positive,finnish operator elisa aker yard signed longterm service deal elisa deliver necessary voice data service aker yard finland
positive,finnish steel maker rautaruukki oyj ruukki said july 7 2008 90 mln euro 141 mln contract supply install steel superstructure partihallsforbindelsen bridge project gothenburg western sweden
positive,fiskars strong portfolio international brand include fiskars iittala gerber silva buster
positive,teleste acquisition mark entry service business market long established significant supplier product
positive,forestry also higher driven yesterday bullish analyst comment stora enso dagens industri dealer said
positive,furthermore efficiency improvement measure initiated earlier bearing fruit ceo jan lang said
positive,global banking news 28 september 2010 tieto corporation pohjola bank pink pojlf cooperate swift service
positive,hearst able consolidate 20 russian market advertising press purchase
positive,helsingin uutiset vantaan sanomat lansivayla reach 385000 reader 40 consumer greater helsinki region
positive,helsinki afx metso said upgrade one upmkymmene four paper machine latter mill jaemsaenkoski new coating color supply system machine process control quality measurement
positive,however simdax remain available market already approved marketing authorisation submitted application 40 country orion added
positive,however broker gave outperform recommendation stock
positive,however total order received still last year level
positive,accordance strategy strengthened local presence establishing representative office south africa october
positive,addition lehdentekijat oy start producing new membership magazine viisas raha wise money association
positive,future company intends look knowhow outside company cooperate actor sector
positive,industry investment interested glaston solar energy project
neutral,also potential client growing environmental recycling technology sector
positive,leading private road ambulance service company finland
positive,known post bank concept would see fidelity bank rolling 75 office ghana post premise provide financial service people
positive,kone factory located ayanambakkam suburb west chennai fully integrated facility give capability address cost
positive,last year sysopen digia invested ibm product knowhow building portal trading place system successfully implemented customer solution supported
positive,adp news oct 1 2008 finnish consulting engineering company poyry oyj omx poy1v said today awarded eur 52 million usd 74 extension existing consultancy engineering contract venezue
positive,adp news oct 31 2008 finnish food company raisio oyj omx raivv said today net profit jumped eur 164 million usd 209 first nine month 2008 eur 11 million period
positive,adp news sep 30 2008 finnish security privacy software solution developer stonesoft oyj said today usd 19 million eur 13 order deliver stonegate network security product unnamed russian
positive,meanwhile electrowattekono philippine inc also awarded threeyear operation maintenance om contract fr cement corporation
positive,meanwhile nokia said able deliver complete range service deployment operation consulting integration managed service result buyout
neutral,metso paper delivery comprise advantage dct 200 tissue machine including quality control distributed control system qcsdcs
neutral,net sale 2007 totalled eur 329 million operating margin 19
positive,nevertheless fitch note business fundamental three bank currently remain sound
positive,nokia control 50 percent phone sale india africa strong prosition emerging market
neutral,nokia provide indosat turnkey service including civil work network planning implementation integration wcdma 3ghspa network
